seq_ID,seq_start,seq_end,gene1
MT3_245,2009,2900,g473
MT3_246,1,1237,g474
MT3_246,2558,3691,g475
MT3_247,288,2223,g476
MT3_248,1,430,g477
MT3_248,4160,4404,g478
MT3_249,1,1539,g479
MT3_249,1693,2588,g480
MT3_249,3019,3961,g481
MT3_249,4294,5000,g482
MT3_250,2605,3944,g483
MT3_250,4299,5752,g484
MT3_251,1,762,g485
MT3_251,1997,3082,g486
MT3_252,2294,6965,g487
MT3_253,1215,2338,g488
MT3_253,2948,3922,g489
MT3_253,4134,5321,g490
MT3_254,1,561,g491
MT3_254,1553,2376,g492
MT3_254,2712,3732,g493
MT3_254,5093,5950,g494
MT3_255,1886,4610,g495
MT3_255,6217,7039,g496
MT3_256,698,1223,g497
MT3_256,1638,3225,g498
MT3_257,1,1851,g499
MT3_258,1,655,g500
MT3_258,1316,3735,g501
MT3_259,1,354,g502
MT3_259,1754,2602,g503
MT3_260,1342,3573,g504
MT3_260,4871,6777,g505
MT3_261,196,1211,g506
MT3_261,2020,6359,g507
MT3_263,1,364,g508
MT3_263,860,2134,g509
MT3_264,1578,3003,g510
MT3_264,4091,4863,g511
MT3_265,1,332,g512
MT3_265,3224,4303,g513
MT3_265,6403,6976,g514
MT3_266,4943,5595,g515
MT3_267,899,3058,g516
MT3_269,1,672,g517
MT3_269,1617,3662,g518
MT3_270,865,1595,g519
MT3_270,1937,3321,g520
MT3_271,1,1963,g521
MT3_271,2867,5537,g522
MT3_272,1589,3487,g523
MT3_273,4775,7132,g524
MT3_274,1,875,g525
MT3_274,1211,2797,g526
MT3_275,1,2201,g527
MT3_275,3098,4189,g528
MT3_275,4871,7124,g529
MT3_275,7933,8904,g530
MT3_276,197,1108,g531
MT3_276,5969,8062,g532
MT3_277,684,2072,g533
MT3_277,2553,3868,g534
MT3_278,855,1625,g535
MT3_278,1886,3039,g536
MT3_279,4454,5386,g537
MT3_280,1,747,g538
MT3_280,5685,6528,g539
MT3_280,6735,8378,g540
MT3_281,844,2160,g541
MT3_281,2739,3782,g542
MT3_282,2274,3199,g543
MT3_283,1,488,g544
MT3_283,3421,4898,g545
MT3_284,2648,5653,g546
MT3_284,5738,6265,g547
MT3_285,1,1257,g548
MT3_285,1507,2418,g549
MT3_286,215,659,g550
MT3_287,1,389,g551
MT3_287,2248,4051,g552
MT3_288,2299,4522,g553
MT3_288,8035,8478,g554
MT3_288,8486,9379,g555
MT3_290,1452,2752,g556
MT3_291,1,2971,g557
MT3_292,507,3535,g558
MT3_293,1465,2964,g559
MT3_293,3509,4312,g560
MT3_294,319,1677,g561
MT3_294,2169,4442,g562
MT3_295,22,1749,g563
MT3_296,467,2031,g564
MT3_296,2201,4675,g565
MT3_297,309,1227,g566
MT3_297,3343,3699,g567
MT3_297,3872,4800,g568
MT3_298,1,2171,g569
MT3_300,2075,4006,g570
MT3_300,4577,5397,g571
MT3_301,1,558,g572
MT3_301,1397,2035,g573
MT3_301,3606,4543,g574
MT3_302,1,606,g575
MT3_302,3063,4407,g576
MT3_302,4806,7413,g577
MT3_303,1,796,g578
MT3_304,113,478,g579
MT3_304,1423,2658,g580
MT3_304,3390,4274,g581
MT3_306,520,4611,g582
MT3_306,4632,6336,g583
MT3_307,745,1669,g584
MT3_307,2364,7574,g585
MT3_307,7986,9730,g586
MT3_308,941,3491,g587
MT3_309,812,2545,g588
MT3_310,1944,4325,g589
MT3_310,5369,6328,g590
MT3_310,7504,8041,g591
MT3_311,1,1290,g592
MT3_311,4841,5147,g593
MT3_312,1,4962,g594
MT3_312,8441,10335,g595
MT3_313,220,1180,g596
MT3_313,2760,4789,g597
MT3_314,1,901,g598
MT3_314,3498,5805,g599
MT3_315,353,1679,g600
MT3_315,2267,2899,g601
MT3_317,363,2098,g602
MT3_317,4055,5049,g603
MT3_317,5436,6867,g604
MT3_319,59,2251,g605
MT3_319,2802,3545,g606
MT3_320,2396,3829,g607
MT3_321,736,1050,g608
MT3_321,1420,2537,g609
MT3_321,4237,6112,g610
MT3_322,26,655,g611
MT3_322,818,3349,g612
MT3_322,3357,4442,g613
MT3_323,2265,3111,g614
MT3_324,1,3570,g615
MT3_325,1,684,g616
MT3_325,2658,4011,g617
MT3_326,191,469,g618
MT3_326,728,6378,g619
MT3_327,2669,3749,g620
MT3_328,469,2076,g621
MT3_328,2690,3177,g622
MT3_329,1700,2724,g623
MT3_329,3689,4794,g624
MT3_330,1137,1571,g625
MT3_330,1766,2584,g626
MT3_331,51,758,g627
MT3_331,1427,3278,g628
MT3_332,967,3447,g629
MT3_332,6246,7157,g630
MT3_332,9254,10592,g631
MT3_332,11054,12577,g632
MT3_332,15880,18391,g633
MT3_333,404,3111,g634
MT3_334,326,2824,g635
MT3_334,3007,3540,g636
MT3_335,1,390,g637
MT3_335,2999,5024,g638
MT3_336,1,728,g639
MT3_336,870,2561,g640
MT3_336,2943,4073,g641
MT3_337,712,1386,g642
MT3_337,1783,2256,g643
MT3_337,2828,3502,g644
MT3_339,907,1655,g645
MT3_339,1875,2925,g646
MT3_339,3659,5311,g647
MT3_340,1045,4601,g648
MT3_340,5426,7941,g649
MT3_341,509,3623,g650
MT3_342,933,4598,g651
MT3_343,704,2365,g652
MT3_343,2712,5297,g653
MT3_343,6216,7138,g654
MT3_343,7507,8056,g655
MT3_345,358,2403,g656
MT3_346,1282,2619,g657
MT3_347,137,1205,g658
MT3_347,1613,2439,g659
MT3_348,2406,3627,g660
MT3_349,392,1520,g661
MT3_349,2511,3998,g662
MT3_350,97,1146,g663
MT3_351,2380,3272,g664
MT3_352,1,603,g665
MT3_352,813,1679,g666
MT3_352,1993,2505,g667
MT3_352,3346,6493,g668
MT3_353,1,1989,g669
MT3_353,2735,4237,g670
MT3_354,1,230,g671
MT3_354,1082,2161,g672
MT3_354,4630,6806,g673
MT3_355,105,868,g674
MT3_355,1833,3502,g675
MT3_356,1,2540,g676
MT3_356,3271,4119,g677
MT3_356,5328,5996,g678
MT3_357,1,145,g679
MT3_357,3191,3875,g680
MT3_358,1,3602,g681
MT3_358,3755,4057,g682
MT3_358,4491,7040,g683
MT3_359,658,2432,g684
MT3_360,1,537,g685
MT3_362,87,506,g686
MT3_362,996,2690,g687
MT3_363,213,1197,g688
MT3_363,3121,3393,g689
MT3_365,282,1488,g690
MT3_365,2471,3124,g691
MT3_366,1644,2056,g692
MT3_367,1,3374,g693
MT3_367,4194,4889,g694
MT3_367,5577,6056,g695
MT3_368,113,862,g696
MT3_368,1583,3324,g697
MT3_369,228,1173,g698
MT3_370,894,3893,g699
MT3_371,141,1633,g700
MT3_371,2461,3739,g701
MT3_372,1897,5001,g702
MT3_373,1,589,g703
MT3_373,907,2763,g704
MT3_373,3554,4684,g705
MT3_373,5257,5787,g706
MT3_374,629,3563,g707
MT3_375,553,3021,g708
MT3_377,1,631,g709
MT3_377,1178,2944,g710
MT3_377,3525,4828,g711
MT3_378,1,4021,g712
MT3_378,4524,5583,g713
MT3_379,1,7963,g714
MT3_381,306,850,g715
MT3_382,1,718,g716
MT3_384,3988,4723,g717
MT3_385,1491,3116,g718
MT3_386,779,1365,g719
MT3_386,1628,4326,g720
MT3_387,1,2283,g721
MT3_387,4389,5553,g722
MT3_387,6703,8886,g723
MT3_389,1,2145,g724
MT3_389,3078,3506,g725
MT3_390,260,1118,g726
MT3_390,1587,2846,g727
MT3_391,221,1635,g728
MT3_391,2304,4478,g729
MT3_392,1,2448,g730
MT3_393,1,2108,g731
MT3_393,2808,3640,g732
MT3_394,1064,1315,g733
MT3_394,2918,3193,g734
MT3_395,1,3616,g735
MT3_396,617,1596,g736
MT3_396,2545,4547,g737
MT3_399,1,4163,g738
MT3_400,1,1071,g739
MT3_401,1,222,g740
MT3_401,507,1438,g741
MT3_401,2187,3161,g742
MT3_401,6276,8430,g743
MT3_402,1,346,g744
MT3_402,1526,4787,g745
MT3_402,5413,6497,g746
MT3_403,1,1431,g747
MT3_404,1,509,g748
MT3_404,758,1670,g749
MT3_404,2062,6420,g750
MT3_405,1,193,g751
MT3_405,658,2403,g752
MT3_405,2680,3306,g753
MT3_406,1125,4893,g754
MT3_407,444,4001,g755
MT3_407,4544,5650,g756
MT3_407,6237,7214,g757
MT3_407,7312,9391,g758
MT3_408,1,852,g759
MT3_408,2191,3885,g760
MT3_409,1,965,g761
MT3_409,1384,2313,g762
MT3_409,2478,5582,g763
MT3_409,5970,7872,g764
MT3_409,9531,10371,g765
MT3_410,2532,3368,g766
MT3_410,4205,4818,g767
MT3_411,1,1047,g768
MT3_411,1286,2042,g769
MT3_411,2319,2849,g770
MT3_412,1,6772,g771
MT3_413,1,2339,g772
MT3_413,3818,6487,g773
MT3_414,1,379,g774
MT3_414,1080,3458,g775
MT3_415,885,3533,g776
MT3_416,1,673,g777
MT3_416,1021,1931,g778
MT3_416,2274,3029,g779
MT3_416,3811,4632,g780
MT3_417,78,410,g781
MT3_417,1847,4088,g782
MT3_418,5058,5591,g783
MT3_419,171,710,g784
MT3_419,3235,3995,g785
MT3_420,1,998,g786
MT3_420,1256,2500,g787
MT3_420,3926,6295,g788
MT3_420,6418,8643,g789
MT3_421,977,1798,g790
MT3_421,2432,3346,g791
MT3_421,4306,7787,g792
MT3_422,1,185,g793
MT3_423,358,2414,g794
MT3_424,3379,4829,g795
MT3_425,1,570,g796
MT3_426,1,516,g797
MT3_426,1203,1900,g798
MT3_426,2157,3121,g799
MT3_427,1,1138,g800
MT3_427,1245,2312,g801
MT3_427,2829,3308,g802
MT3_428,2047,3699,g803
MT3_429,604,1890,g804
MT3_429,2136,3201,g805
MT3_430,1,2064,g806
MT3_430,2934,4327,g807
MT3_430,4709,5934,g808
MT3_430,6407,8078,g809
MT3_431,2327,2751,g810
MT3_432,209,1836,g811
MT3_433,973,3187,g812
MT3_434,671,2639,g813
MT3_434,4038,5846,g814
MT3_435,1,2135,g815
MT3_435,2931,5506,g816
MT3_436,227,4418,g817
MT3_437,1,923,g818
MT3_437,3035,3567,g819
MT3_438,34,1884,g820
MT3_438,2626,3326,g821
MT3_439,718,4649,g822
MT3_440,1,2247,g823
MT3_441,171,2604,g824
MT3_442,1458,3248,g825
MT3_443,1,1871,g826
MT3_443,2960,4807,g827
MT3_444,3814,4623,g828
MT3_445,2822,6037,g829
MT3_445,6419,8008,g830
MT3_445,9871,10991,g831
MT3_446,3484,4021,g832
MT3_447,1,271,g833
MT3_447,690,5884,g834
MT3_448,1482,2463,g835
MT3_450,685,2324,g836
MT3_451,1360,2850,g837
MT3_451,3810,4331,g838
MT3_451,4387,4722,g839
MT3_452,2092,2883,g840
MT3_452,3288,4975,g841
MT3_452,5190,5657,g842
MT3_453,455,2560,g843
MT3_453,3308,4675,g844
MT3_454,112,1383,g845
MT3_454,2294,5131,g846
MT3_454,8927,9157,g847
MT3_455,517,4326,g848
MT3_455,7662,8473,g849
MT3_455,9884,12255,g850
MT3_455,12499,14457,g851
MT3_455,15481,16524,g852
MT3_456,2910,3221,g853
MT3_457,4794,6769,g854
MT3_457,8260,10039,g855
MT3_459,2311,3251,g856
MT3_460,1,3757,g857
MT3_461,870,2489,g858
MT3_461,2707,3758,g859
MT3_462,442,1920,g860
MT3_462,2412,6781,g861
MT3_462,8025,9135,g862
MT3_463,1,2000,g863
MT3_464,86,1870,g864
MT3_464,3471,5135,g865
MT3_464,6674,7034,g866
MT3_465,2026,4290,g867
MT3_466,1257,2055,g868
MT3_466,2772,4581,g869
MT3_467,2549,4812,g870
MT3_468,3657,4679,g871
MT3_469,70,1974,g872
MT3_469,2225,3101,g873
MT3_470,281,2351,g874
MT3_471,310,2130,g875
MT3_471,3050,4306,g876
MT3_472,508,1292,g877
MT3_472,2419,3868,g878
MT3_472,5399,7654,g879
MT3_473,1,710,g880
MT3_473,2018,3346,g881
MT3_473,4037,4835,g882
MT3_475,1,1202,g883
MT3_476,633,6233,g884
MT3_476,6555,9333,g885
MT3_476,10176,10749,g886
MT3_477,1,2467,g887
MT3_477,3026,3367,g888
MT3_477,5038,5391,g889
MT3_477,5931,6610,g890
MT3_477,7492,8581,g891
MT3_477,10534,10966,g892
MT3_478,530,1336,g893
MT3_478,2419,4011,g894
MT3_479,1193,2551,g895
MT3_479,5207,5493,g896
MT3_481,1707,3228,g897
MT3_481,3467,5991,g898
MT3_481,6955,8546,g899
MT3_481,9004,9635,g900
MT3_481,9862,10809,g901
MT3_481,11388,12026,g902
MT3_482,1202,3746,g903
MT3_483,432,1615,g904
MT3_484,58,5664,g905
MT3_485,1,1155,g906
MT3_485,2636,3953,g907
MT3_486,815,1849,g908
MT3_486,2640,4619,g909
MT3_487,3990,4283,g910
MT3_488,641,2719,g911
MT3_489,1217,3523,g912
MT3_490,1747,2440,g913
MT3_491,1385,2809,g914
MT3_492,2313,3536,g915
MT3_492,3588,5372,g916
MT3_492,6278,7995,g917
MT3_492,8277,8883,g918
MT3_492,9222,9668,g919
MT3_492,10515,11543,g920
MT3_493,1,416,g921
MT3_493,2669,3706,g922
MT3_493,3861,4813,g923
MT3_494,1,6616,g924
MT3_495,1,1298,g925
MT3_495,1534,2962,g926
MT3_496,1,3602,g927
MT3_497,1995,5558,g928
MT3_497,6027,6656,g929
MT3_498,57,2324,g930
MT3_499,427,3255,g931
MT3_500,1111,3297,g932
MT3_501,868,2592,g933
MT3_502,1322,4120,g934
MT3_503,4213,4707,g935
MT3_504,1,3108,g936
MT3_505,541,1991,g937
MT3_505,3559,5066,g938
MT3_506,442,1779,g939
MT3_506,2435,5273,g940
MT3_506,5905,6441,g941
MT3_507,1352,2536,g942
MT3_508,66,326,g943
MT3_508,681,3632,g944
MT3_509,352,1611,g945
MT3_509,2674,3838,g946
MT3_509,4174,4944,g947
MT3_510,11,1465,g948
MT3_510,2154,3647,g949
MT3_510,4688,6386,g950
MT3_511,901,3263,g951
MT3_511,4192,4901,g952
MT3_512,1,692,g953
MT3_513,1,305,g954
MT3_513,1653,2772,g955
MT3_513,3377,4904,g956
MT3_514,529,1488,g957
MT3_515,233,3770,g958
MT3_516,1,1330,g959
MT3_517,1,260,g960
MT3_517,1136,2683,g961
MT3_518,1911,3038,g962
