seq_ID,seq_start,seq_end,gene1
NODE_1_length_1567069_cov_13.379521,193673,194589,g55
NODE_1_length_1567069_cov_13.379521,194746,195723,g56
NODE_1_length_1567069_cov_13.379521,196520,200609,g57
NODE_1_length_1567069_cov_13.379521,204904,205704,g58
NODE_1_length_1567069_cov_13.379521,210283,211211,g59
NODE_1_length_1567069_cov_13.379521,215883,216842,g60
NODE_1_length_1567069_cov_13.379521,220547,223475,g61
NODE_1_length_1567069_cov_13.379521,224151,224923,g62
NODE_1_length_1567069_cov_13.379521,226893,228440,g63
NODE_1_length_1567069_cov_13.379521,229468,230820,g64
NODE_1_length_1567069_cov_13.379521,231086,232584,g65
NODE_1_length_1567069_cov_13.379521,234283,235706,g66
NODE_1_length_1567069_cov_13.379521,236032,238011,g67
NODE_1_length_1567069_cov_13.379521,238971,240017,g68
NODE_1_length_1567069_cov_13.379521,240209,241280,g69
NODE_1_length_1567069_cov_13.379521,245337,245915,g70
NODE_1_length_1567069_cov_13.379521,248950,251198,g71
NODE_1_length_1567069_cov_13.379521,252878,253819,g72
NODE_1_length_1567069_cov_13.379521,267385,269295,g73
NODE_1_length_1567069_cov_13.379521,270799,272739,g74
NODE_1_length_1567069_cov_13.379521,273254,274407,g75
NODE_1_length_1567069_cov_13.379521,275989,276795,g76
NODE_1_length_1567069_cov_13.379521,279260,279895,g77
NODE_1_length_1567069_cov_13.379521,280505,281017,g78
NODE_1_length_1567069_cov_13.379521,281302,282129,g79
NODE_1_length_1567069_cov_13.379521,290023,291050,g80
NODE_1_length_1567069_cov_13.379521,291600,292482,g81
NODE_1_length_1567069_cov_13.379521,293091,293872,g82
NODE_1_length_1567069_cov_13.379521,294507,296160,g83
NODE_1_length_1567069_cov_13.379521,297359,298278,g84
NODE_1_length_1567069_cov_13.379521,302250,303960,g85
NODE_1_length_1567069_cov_13.379521,305606,307548,g86
NODE_1_length_1567069_cov_13.379521,308532,309275,g87
NODE_1_length_1567069_cov_13.379521,318641,320503,g88
NODE_1_length_1567069_cov_13.379521,321637,322393,g89
NODE_1_length_1567069_cov_13.379521,325463,327003,g90
NODE_1_length_1567069_cov_13.379521,328205,329077,g91
NODE_1_length_1567069_cov_13.379521,336539,338244,g92
NODE_1_length_1567069_cov_13.379521,339042,339995,g93
NODE_1_length_1567069_cov_13.379521,342562,343235,g94
NODE_1_length_1567069_cov_13.379521,343808,344282,g95
NODE_1_length_1567069_cov_13.379521,351306,352084,g96
NODE_1_length_1567069_cov_13.379521,353377,355269,g97
NODE_1_length_1567069_cov_13.379521,355542,356289,g98
NODE_1_length_1567069_cov_13.379521,356632,357916,g99
NODE_1_length_1567069_cov_13.379521,359037,360710,g100
NODE_1_length_1567069_cov_13.379521,360988,362101,g101
NODE_1_length_1567069_cov_13.379521,362924,363287,g102
NODE_1_length_1567069_cov_13.379521,363458,367187,g103
NODE_1_length_1567069_cov_13.379521,367574,368216,g104
NODE_1_length_1567069_cov_13.379521,368481,370490,g105
NODE_1_length_1567069_cov_13.379521,371546,375918,g106
NODE_1_length_1567069_cov_13.379521,376780,377770,g107
NODE_1_length_1567069_cov_13.379521,379568,379962,g108
NODE_1_length_1567069_cov_13.379521,380567,381082,g109
NODE_1_length_1567069_cov_13.379521,386539,386976,g110
NODE_1_length_1567069_cov_13.379521,390996,391943,g111
NODE_1_length_1567069_cov_13.379521,396361,396738,g112
NODE_1_length_1567069_cov_13.379521,397751,398684,g113
NODE_1_length_1567069_cov_13.379521,399293,402343,g114
NODE_1_length_1567069_cov_13.379521,407495,408727,g115
NODE_1_length_1567069_cov_13.379521,410003,410899,g116
NODE_1_length_1567069_cov_13.379521,411350,412110,g117
NODE_1_length_1567069_cov_13.379521,412297,414521,g118
NODE_1_length_1567069_cov_13.379521,415046,416206,g119
NODE_1_length_1567069_cov_13.379521,421848,422486,g120
NODE_1_length_1567069_cov_13.379521,424897,425487,g121
NODE_1_length_1567069_cov_13.379521,426093,431047,g122
NODE_1_length_1567069_cov_13.379521,435251,435984,g123
NODE_1_length_1567069_cov_13.379521,437364,438056,g124
NODE_1_length_1567069_cov_13.379521,439621,440997,g125
NODE_1_length_1567069_cov_13.379521,441552,441978,g126
NODE_1_length_1567069_cov_13.379521,442811,444553,g127
NODE_1_length_1567069_cov_13.379521,444705,444944,g128
NODE_1_length_1567069_cov_13.379521,445607,448258,g129
NODE_1_length_1567069_cov_13.379521,449713,450129,g130
NODE_1_length_1567069_cov_13.379521,455163,457743,g131
NODE_1_length_1567069_cov_13.379521,458134,461592,g132
NODE_1_length_1567069_cov_13.379521,462787,464226,g133
NODE_1_length_1567069_cov_13.379521,464992,466317,g134
NODE_1_length_1567069_cov_13.379521,471952,476163,g135
NODE_1_length_1567069_cov_13.379521,476256,478084,g136
NODE_1_length_1567069_cov_13.379521,478241,479962,g137
NODE_1_length_1567069_cov_13.379521,488547,489120,g138
NODE_1_length_1567069_cov_13.379521,491112,492261,g139
NODE_1_length_1567069_cov_13.379521,492683,493581,g140
NODE_1_length_1567069_cov_13.379521,493753,495258,g141
NODE_1_length_1567069_cov_13.379521,495728,496500,g142
NODE_1_length_1567069_cov_13.379521,507220,510918,g143
NODE_1_length_1567069_cov_13.379521,512356,515434,g144
NODE_1_length_1567069_cov_13.379521,515609,518017,g145
NODE_1_length_1567069_cov_13.379521,518625,520211,g146
NODE_1_length_1567069_cov_13.379521,522067,523627,g147
NODE_1_length_1567069_cov_13.379521,526869,527991,g148
NODE_1_length_1567069_cov_13.379521,528780,529343,g149
NODE_1_length_1567069_cov_13.379521,529642,530804,g150
NODE_1_length_1567069_cov_13.379521,533393,534853,g151
NODE_1_length_1567069_cov_13.379521,535938,536614,g152
NODE_1_length_1567069_cov_13.379521,537195,539120,g153
NODE_1_length_1567069_cov_13.379521,546970,549043,g154
NODE_1_length_1567069_cov_13.379521,549843,550967,g155
NODE_1_length_1567069_cov_13.379521,551392,553694,g156
NODE_1_length_1567069_cov_13.379521,554961,556669,g157
NODE_1_length_1567069_cov_13.379521,557533,558597,g158
NODE_1_length_1567069_cov_13.379521,559836,561036,g159
NODE_1_length_1567069_cov_13.379521,561319,563190,g160
NODE_1_length_1567069_cov_13.379521,564576,565172,g161
NODE_1_length_1567069_cov_13.379521,566032,569223,g162
NODE_1_length_1567069_cov_13.379521,580029,582082,g163
NODE_1_length_1567069_cov_13.379521,584053,584790,g164
NODE_1_length_1567069_cov_13.379521,585291,586407,g165
NODE_1_length_1567069_cov_13.379521,586709,587468,g166
NODE_1_length_1567069_cov_13.379521,587832,588876,g167
NODE_1_length_1567069_cov_13.379521,591362,591973,g168
NODE_1_length_1567069_cov_13.379521,592871,593992,g169
NODE_1_length_1567069_cov_13.379521,595055,595700,g170
NODE_1_length_1567069_cov_13.379521,596104,597135,g171
NODE_1_length_1567069_cov_13.379521,597654,601515,g172
NODE_1_length_1567069_cov_13.379521,602286,607701,g173
NODE_1_length_1567069_cov_13.379521,608788,612379,g174
NODE_1_length_1567069_cov_13.379521,613051,614989,g175
NODE_1_length_1567069_cov_13.379521,615568,616340,g176
NODE_1_length_1567069_cov_13.379521,618976,620094,g177
NODE_1_length_1567069_cov_13.379521,620869,621541,g178
NODE_1_length_1567069_cov_13.379521,622398,624941,g179
NODE_1_length_1567069_cov_13.379521,626101,627617,g180
NODE_1_length_1567069_cov_13.379521,628203,629396,g181
NODE_1_length_1567069_cov_13.379521,630130,631095,g182
NODE_1_length_1567069_cov_13.379521,632371,633654,g183
NODE_1_length_1567069_cov_13.379521,634962,636530,g184
NODE_1_length_1567069_cov_13.379521,637927,641906,g185
NODE_1_length_1567069_cov_13.379521,642795,644485,g186
NODE_1_length_1567069_cov_13.379521,649719,651904,g187
NODE_1_length_1567069_cov_13.379521,655235,657625,g188
NODE_1_length_1567069_cov_13.379521,658650,661672,g189
NODE_1_length_1567069_cov_13.379521,664661,665953,g190
NODE_1_length_1567069_cov_13.379521,666939,667151,g191
NODE_1_length_1567069_cov_13.379521,668584,670711,g192
NODE_1_length_1567069_cov_13.379521,671265,671979,g193
NODE_1_length_1567069_cov_13.379521,673515,674265,g194
NODE_1_length_1567069_cov_13.379521,677940,679010,g195
NODE_1_length_1567069_cov_13.379521,679833,680595,g196
NODE_1_length_1567069_cov_13.379521,686752,688734,g197
NODE_1_length_1567069_cov_13.379521,690277,690737,g198
NODE_1_length_1567069_cov_13.379521,691604,692859,g199
NODE_1_length_1567069_cov_13.379521,696936,698095,g200
NODE_1_length_1567069_cov_13.379521,710633,714766,g201
NODE_1_length_1567069_cov_13.379521,716759,720015,g202
NODE_1_length_1567069_cov_13.379521,721392,724003,g203
NODE_1_length_1567069_cov_13.379521,724197,725961,g204
NODE_1_length_1567069_cov_13.379521,730415,731985,g205
NODE_1_length_1567069_cov_13.379521,733018,734057,g206
NODE_1_length_1567069_cov_13.379521,741984,745887,g207
NODE_1_length_1567069_cov_13.379521,746552,747751,g208
NODE_1_length_1567069_cov_13.379521,749134,751959,g209
NODE_1_length_1567069_cov_13.379521,755087,757531,g210
NODE_1_length_1567069_cov_13.379521,758160,759298,g211
NODE_1_length_1567069_cov_13.379521,759817,761710,g212
NODE_1_length_1567069_cov_13.379521,762531,763817,g213
NODE_1_length_1567069_cov_13.379521,764267,764939,g214
NODE_1_length_1567069_cov_13.379521,765101,767175,g215
NODE_1_length_1567069_cov_13.379521,767927,770135,g216
NODE_1_length_1567069_cov_13.379521,777194,777777,g217
NODE_1_length_1567069_cov_13.379521,778477,780233,g218
NODE_1_length_1567069_cov_13.379521,780768,781530,g219
NODE_1_length_1567069_cov_13.379521,781924,784714,g220
NODE_1_length_1567069_cov_13.379521,785124,786308,g221
NODE_1_length_1567069_cov_13.379521,793336,799085,g222
NODE_1_length_1567069_cov_13.379521,799522,805145,g223
NODE_1_length_1567069_cov_13.379521,806263,807320,g224
NODE_1_length_1567069_cov_13.379521,807879,808904,g225
NODE_1_length_1567069_cov_13.379521,809032,809737,g226
NODE_1_length_1567069_cov_13.379521,810697,811642,g227
NODE_1_length_1567069_cov_13.379521,814702,815608,g228
NODE_1_length_1567069_cov_13.379521,816880,818382,g229
NODE_1_length_1567069_cov_13.379521,820616,821291,g230
NODE_1_length_1567069_cov_13.379521,822407,825677,g231
NODE_1_length_1567069_cov_13.379521,826323,827071,g232
NODE_1_length_1567069_cov_13.379521,828146,830977,g233
NODE_1_length_1567069_cov_13.379521,831360,834251,g234
NODE_1_length_1567069_cov_13.379521,834785,836129,g235
NODE_1_length_1567069_cov_13.379521,836515,838521,g236
NODE_1_length_1567069_cov_13.379521,842338,844534,g237
NODE_1_length_1567069_cov_13.379521,847588,855446,g238
NODE_1_length_1567069_cov_13.379521,855859,856456,g239
NODE_1_length_1567069_cov_13.379521,857844,858356,g240
NODE_1_length_1567069_cov_13.379521,859216,862641,g241
NODE_1_length_1567069_cov_13.379521,865497,868966,g242
NODE_1_length_1567069_cov_13.379521,871451,872990,g243
NODE_1_length_1567069_cov_13.379521,873961,875393,g244
NODE_1_length_1567069_cov_13.379521,875976,876969,g245
NODE_1_length_1567069_cov_13.379521,879904,880196,g246
NODE_1_length_1567069_cov_13.379521,881376,881999,g247
NODE_1_length_1567069_cov_13.379521,884158,885339,g248
NODE_1_length_1567069_cov_13.379521,885684,886547,g249
NODE_1_length_1567069_cov_13.379521,887468,890887,g250
NODE_1_length_1567069_cov_13.379521,895501,896231,g251
NODE_1_length_1567069_cov_13.379521,899662,903477,g252
NODE_1_length_1567069_cov_13.379521,904397,906763,g253
NODE_1_length_1567069_cov_13.379521,912119,914606,g254
NODE_1_length_1567069_cov_13.379521,922419,923039,g255
NODE_1_length_1567069_cov_13.379521,923505,923979,g256
NODE_1_length_1567069_cov_13.379521,924046,925099,g257
NODE_1_length_1567069_cov_13.379521,925793,927013,g258
NODE_1_length_1567069_cov_13.379521,927266,928231,g259
NODE_1_length_1567069_cov_13.379521,928671,929229,g260
NODE_1_length_1567069_cov_13.379521,931623,934336,g261
NODE_1_length_1567069_cov_13.379521,935119,935985,g262
NODE_1_length_1567069_cov_13.379521,936789,937726,g263
NODE_1_length_1567069_cov_13.379521,939689,941216,g264
NODE_1_length_1567069_cov_13.379521,942437,943425,g265
NODE_1_length_1567069_cov_13.379521,944203,945435,g266
NODE_1_length_1567069_cov_13.379521,946214,948552,g267
NODE_1_length_1567069_cov_13.379521,949162,953128,g268
NODE_1_length_1567069_cov_13.379521,956973,958106,g269
NODE_1_length_1567069_cov_13.379521,960738,961557,g270
NODE_1_length_1567069_cov_13.379521,962466,967082,g271
NODE_1_length_1567069_cov_13.379521,967583,968894,g272
NODE_1_length_1567069_cov_13.379521,983941,986402,g273
NODE_1_length_1567069_cov_13.379521,988158,989063,g274
NODE_1_length_1567069_cov_13.379521,989590,990414,g275
NODE_1_length_1567069_cov_13.379521,991488,992785,g276
NODE_1_length_1567069_cov_13.379521,994783,995576,g277
NODE_1_length_1567069_cov_13.379521,996541,998179,g278
NODE_1_length_1567069_cov_13.379521,998948,1000148,g279
NODE_1_length_1567069_cov_13.379521,1001173,1001807,g280
NODE_1_length_1567069_cov_13.379521,1002442,1003550,g281
NODE_1_length_1567069_cov_13.379521,1004104,1005229,g282
NODE_1_length_1567069_cov_13.379521,1006322,1007615,g283
NODE_1_length_1567069_cov_13.379521,1012594,1014081,g284
NODE_1_length_1567069_cov_13.379521,1014751,1016230,g285
NODE_1_length_1567069_cov_13.379521,1019067,1020602,g286
NODE_1_length_1567069_cov_13.379521,1021272,1022661,g287
NODE_1_length_1567069_cov_13.379521,1023053,1025777,g288
NODE_1_length_1567069_cov_13.379521,1030807,1033194,g289
NODE_1_length_1567069_cov_13.379521,1034039,1037035,g290
NODE_1_length_1567069_cov_13.379521,1037572,1038137,g291
NODE_1_length_1567069_cov_13.379521,1039607,1040213,g292
NODE_1_length_1567069_cov_13.379521,1041282,1043547,g293
NODE_1_length_1567069_cov_13.379521,1046211,1047906,g294
NODE_1_length_1567069_cov_13.379521,1049399,1051255,g295
NODE_1_length_1567069_cov_13.379521,1052278,1052948,g296
NODE_1_length_1567069_cov_13.379521,1055044,1055925,g297
NODE_1_length_1567069_cov_13.379521,1057313,1058561,g298
NODE_1_length_1567069_cov_13.379521,1058964,1060596,g299
NODE_1_length_1567069_cov_13.379521,1060924,1062925,g300
NODE_1_length_1567069_cov_13.379521,1063347,1063886,g301
NODE_1_length_1567069_cov_13.379521,1065277,1067816,g302
NODE_1_length_1567069_cov_13.379521,1069294,1070952,g303
NODE_1_length_1567069_cov_13.379521,1071172,1071986,g304
NODE_1_length_1567069_cov_13.379521,1072473,1073132,g305
NODE_1_length_1567069_cov_13.379521,1077104,1078231,g306
NODE_1_length_1567069_cov_13.379521,1078511,1080241,g307
NODE_1_length_1567069_cov_13.379521,1081781,1083624,g308
NODE_1_length_1567069_cov_13.379521,1084193,1085305,g309
NODE_1_length_1567069_cov_13.379521,1085809,1091749,g310
NODE_1_length_1567069_cov_13.379521,1093196,1094416,g311
NODE_1_length_1567069_cov_13.379521,1100984,1102415,g312
NODE_1_length_1567069_cov_13.379521,1103474,1104676,g313
NODE_1_length_1567069_cov_13.379521,1106450,1107766,g314
NODE_1_length_1567069_cov_13.379521,1107829,1108196,g315
NODE_1_length_1567069_cov_13.379521,1108997,1109552,g316
NODE_1_length_1567069_cov_13.379521,1112547,1114683,g317
NODE_1_length_1567069_cov_13.379521,1115138,1116614,g318
NODE_1_length_1567069_cov_13.379521,1116720,1119108,g319
NODE_1_length_1567069_cov_13.379521,1121407,1122517,g320
NODE_1_length_1567069_cov_13.379521,1123588,1125599,g321
NODE_1_length_1567069_cov_13.379521,1128251,1129658,g322
NODE_1_length_1567069_cov_13.379521,1131079,1133110,g323
NODE_1_length_1567069_cov_13.379521,1133332,1134477,g324
NODE_1_length_1567069_cov_13.379521,1135645,1135994,g325
NODE_1_length_1567069_cov_13.379521,1136374,1137290,g326
NODE_1_length_1567069_cov_13.379521,1138120,1139061,g327
NODE_1_length_1567069_cov_13.379521,1139491,1142654,g328
NODE_1_length_1567069_cov_13.379521,1146207,1147854,g329
NODE_1_length_1567069_cov_13.379521,1154472,1155196,g330
NODE_1_length_1567069_cov_13.379521,1157056,1159038,g331
NODE_1_length_1567069_cov_13.379521,1159733,1160455,g332
NODE_1_length_1567069_cov_13.379521,1161015,1162315,g333
NODE_1_length_1567069_cov_13.379521,1162704,1164392,g334
NODE_1_length_1567069_cov_13.379521,1165422,1168767,g335
NODE_1_length_1567069_cov_13.379521,1171945,1173766,g336
NODE_1_length_1567069_cov_13.379521,1185450,1186091,g337
NODE_1_length_1567069_cov_13.379521,1187523,1188675,g338
NODE_1_length_1567069_cov_13.379521,1189025,1189905,g339
NODE_1_length_1567069_cov_13.379521,1192062,1193461,g340
NODE_1_length_1567069_cov_13.379521,1194779,1196098,g341
NODE_1_length_1567069_cov_13.379521,1197540,1198756,g342
NODE_1_length_1567069_cov_13.379521,1199064,1201545,g343
NODE_1_length_1567069_cov_13.379521,1202988,1204439,g344
NODE_1_length_1567069_cov_13.379521,1213299,1213960,g345
NODE_1_length_1567069_cov_13.379521,1214569,1215876,g346
NODE_1_length_1567069_cov_13.379521,1216163,1217611,g347
NODE_1_length_1567069_cov_13.379521,1217649,1218115,g348
NODE_1_length_1567069_cov_13.379521,1219362,1221481,g349
NODE_1_length_1567069_cov_13.379521,1226863,1228425,g350
NODE_1_length_1567069_cov_13.379521,1228759,1229587,g351
NODE_1_length_1567069_cov_13.379521,1231351,1231965,g352
NODE_1_length_1567069_cov_13.379521,1233710,1234489,g353
NODE_1_length_1567069_cov_13.379521,1240854,1242383,g354
NODE_1_length_1567069_cov_13.379521,1242983,1249307,g355
NODE_1_length_1567069_cov_13.379521,1251740,1254185,g356
NODE_1_length_1567069_cov_13.379521,1254784,1255581,g357
NODE_1_length_1567069_cov_13.379521,1258060,1258857,g358
NODE_1_length_1567069_cov_13.379521,1259613,1261528,g359
NODE_1_length_1567069_cov_13.379521,1267114,1269189,g360
NODE_1_length_1567069_cov_13.379521,1280066,1283990,g361
NODE_1_length_1567069_cov_13.379521,1284616,1286150,g362
NODE_1_length_1567069_cov_13.379521,1286721,1287390,g363
NODE_1_length_1567069_cov_13.379521,1287782,1289380,g364
NODE_1_length_1567069_cov_13.379521,1293097,1293723,g365
NODE_1_length_1567069_cov_13.379521,1295440,1297946,g366
NODE_1_length_1567069_cov_13.379521,1298576,1299908,g367
NODE_1_length_1567069_cov_13.379521,1300222,1301352,g368
NODE_1_length_1567069_cov_13.379521,1301938,1303930,g369
NODE_1_length_1567069_cov_13.379521,1304215,1305300,g370
NODE_1_length_1567069_cov_13.379521,1305676,1308100,g371
NODE_1_length_1567069_cov_13.379521,1309817,1310386,g372
NODE_1_length_1567069_cov_13.379521,1311356,1311748,g373
NODE_1_length_1567069_cov_13.379521,1312168,1314029,g374
NODE_1_length_1567069_cov_13.379521,1317801,1318727,g375
NODE_1_length_1567069_cov_13.379521,1319089,1320890,g376
NODE_1_length_1567069_cov_13.379521,1327933,1329597,g377
NODE_1_length_1567069_cov_13.379521,1330743,1331742,g378
NODE_1_length_1567069_cov_13.379521,1332354,1334319,g379
NODE_1_length_1567069_cov_13.379521,1339009,1339873,g380
NODE_1_length_1567069_cov_13.379521,1342794,1343622,g381
NODE_1_length_1567069_cov_13.379521,1343907,1345034,g382
NODE_1_length_1567069_cov_13.379521,1345936,1346715,g383
NODE_1_length_1567069_cov_13.379521,1347099,1348809,g384
NODE_1_length_1567069_cov_13.379521,1351721,1354281,g385
NODE_1_length_1567069_cov_13.379521,1355139,1357446,g386
NODE_1_length_1567069_cov_13.379521,1359071,1360178,g387
NODE_1_length_1567069_cov_13.379521,1360948,1364337,g388
NODE_1_length_1567069_cov_13.379521,1366069,1366780,g389
NODE_1_length_1567069_cov_13.379521,1369531,1371580,g390
NODE_1_length_1567069_cov_13.379521,1371867,1372544,g391
NODE_1_length_1567069_cov_13.379521,1373435,1374795,g392
NODE_1_length_1567069_cov_13.379521,1375434,1376225,g393
NODE_1_length_1567069_cov_13.379521,1377389,1381307,g394
NODE_1_length_1567069_cov_13.379521,1381495,1383363,g395
NODE_1_length_1567069_cov_13.379521,1387390,1390169,g396
NODE_1_length_1567069_cov_13.379521,1400687,1401607,g397
NODE_1_length_1567069_cov_13.379521,1402372,1407239,g398
NODE_1_length_1567069_cov_13.379521,1408991,1412674,g399
NODE_1_length_1567069_cov_13.379521,1413512,1414650,g400
NODE_1_length_1567069_cov_13.379521,1417700,1419179,g401
NODE_1_length_1567069_cov_13.379521,1419798,1420519,g402
NODE_1_length_1567069_cov_13.379521,1421537,1422190,g403
NODE_1_length_1567069_cov_13.379521,1426575,1428177,g404
NODE_1_length_1567069_cov_13.379521,1431256,1433780,g405
NODE_1_length_1567069_cov_13.379521,1434660,1435989,g406
NODE_1_length_1567069_cov_13.379521,1436885,1437988,g407
NODE_1_length_1567069_cov_13.379521,1439465,1442553,g408
NODE_1_length_1567069_cov_13.379521,1443809,1446270,g409
NODE_1_length_1567069_cov_13.379521,1447420,1448170,g410
NODE_1_length_1567069_cov_13.379521,1448770,1450303,g411
NODE_1_length_1567069_cov_13.379521,1450574,1451418,g412
NODE_1_length_1567069_cov_13.379521,1452974,1454374,g413
NODE_1_length_1567069_cov_13.379521,1455188,1457371,g414
NODE_1_length_1567069_cov_13.379521,1458442,1459525,g415
NODE_1_length_1567069_cov_13.379521,1460687,1463404,g416
NODE_1_length_1567069_cov_13.379521,1463932,1465125,g417
NODE_1_length_1567069_cov_13.379521,1465565,1468435,g418
NODE_1_length_1567069_cov_13.379521,1471225,1472153,g419
NODE_1_length_1567069_cov_13.379521,1472679,1474482,g420
NODE_1_length_1567069_cov_13.379521,1478377,1479795,g421
NODE_1_length_1567069_cov_13.379521,1480824,1482610,g422
NODE_1_length_1567069_cov_13.379521,1482885,1484840,g423
NODE_1_length_1567069_cov_13.379521,1488261,1489645,g424
NODE_1_length_1567069_cov_13.379521,1495057,1496215,g425
NODE_1_length_1567069_cov_13.379521,1503021,1503604,g426
NODE_1_length_1567069_cov_13.379521,1504215,1506069,g427
NODE_1_length_1567069_cov_13.379521,1507903,1510245,g428
NODE_1_length_1567069_cov_13.379521,1510456,1511276,g429
NODE_1_length_1567069_cov_13.379521,1512171,1513120,g430
NODE_1_length_1567069_cov_13.379521,1514383,1515330,g431
NODE_1_length_1567069_cov_13.379521,1516364,1516651,g432
NODE_1_length_1567069_cov_13.379521,1516730,1517458,g433
NODE_1_length_1567069_cov_13.379521,1525667,1526888,g434
NODE_1_length_1567069_cov_13.379521,1545009,1546836,g435
NODE_1_length_1567069_cov_13.379521,1547638,1551425,g436
NODE_1_length_1567069_cov_13.379521,1552195,1552413,g437
NODE_1_length_1567069_cov_13.379521,1555618,1556752,g438
NODE_1_length_1567069_cov_13.379521,1557281,1558562,g439
NODE_1_length_1567069_cov_13.379521,1563269,1564510,g440
NODE_2_length_1506493_cov_13.451587,287,1331,g441
NODE_2_length_1506493_cov_13.451587,1556,3715,g442
NODE_2_length_1506493_cov_13.451587,4000,5364,g443
NODE_2_length_1506493_cov_13.451587,6119,7973,g444
NODE_2_length_1506493_cov_13.451587,8247,8714,g445
NODE_2_length_1506493_cov_13.451587,9016,9609,g446
NODE_2_length_1506493_cov_13.451587,9867,10947,g447
NODE_2_length_1506493_cov_13.451587,17724,18942,g448
NODE_2_length_1506493_cov_13.451587,20755,21522,g449
NODE_2_length_1506493_cov_13.451587,23354,26472,g450
NODE_2_length_1506493_cov_13.451587,27363,28249,g451
NODE_2_length_1506493_cov_13.451587,28590,29791,g452
NODE_2_length_1506493_cov_13.451587,32139,33551,g453
NODE_2_length_1506493_cov_13.451587,39651,40848,g454
NODE_2_length_1506493_cov_13.451587,51147,53725,g455
NODE_2_length_1506493_cov_13.451587,54063,55218,g456
NODE_2_length_1506493_cov_13.451587,56402,57683,g457
NODE_2_length_1506493_cov_13.451587,57960,62426,g458
NODE_2_length_1506493_cov_13.451587,63001,64836,g459
NODE_2_length_1506493_cov_13.451587,65435,66490,g460
NODE_2_length_1506493_cov_13.451587,68901,70464,g461
NODE_2_length_1506493_cov_13.451587,73360,74064,g462
NODE_2_length_1506493_cov_13.451587,83052,83669,g463
NODE_2_length_1506493_cov_13.451587,87516,88948,g464
NODE_2_length_1506493_cov_13.451587,89536,90002,g465
NODE_2_length_1506493_cov_13.451587,90674,91015,g466
NODE_2_length_1506493_cov_13.451587,91676,93516,g467
NODE_2_length_1506493_cov_13.451587,94955,95653,g468
NODE_2_length_1506493_cov_13.451587,97270,99815,g469
NODE_2_length_1506493_cov_13.451587,101852,103744,g470
